	English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
1079	baseless	0	0	0	0	0	1	0	0	0	0
1086	basketball	0	1	0	0	1	0	1	0	0	0
1090	bastard	0	0	1	0	0	1	0	1	0	0
1091	bastion	1	0	0	0	0	0	1	0	0	0
1096	bath	0	0	0	0	0	0	1	0	0	0
1101	battalion	1	0	0	0	0	0	0	0	0	0
1102	batter	1	0	0	1	0	1	0	0	0	0
1103	battered	0	0	0	1	0	1	0	1	0	0
1104	battery	1	0	0	0	0	1	0	0	0	0
1105	battle	1	0	0	0	0	1	0	0	0	0
1106	battled	1	0	0	1	0	1	0	1	0	0
1107	battlefield	0	0	0	1	0	1	0	0	0	0
1108	bawdy	0	0	0	0	0	1	0	0	0	0
1110	bayonet	1	0	0	1	0	1	0	0	0	0
1113	beach	0	0	0	0	1	0	0	0	0	0
1121	beam	0	0	0	0	1	0	1	0	0	0
1122	beaming	0	1	0	0	1	0	1	0	0	0
1123	bear	1	0	0	1	0	0	0	0	0	0
1126	bearer	0	0	0	0	0	1	0	0	0	0
1129	bearish	1	0	0	1	0	0	0	0	0	0
1130	beast	1	0	0	1	0	1	0	0	0	0
1131	beastly	0	0	1	1	0	1	0	0	0	0
1133	beating	1	0	0	1	0	1	0	1	0	0
1135	beautification	0	0	0	0	1	0	1	0	0	1
1136	beautiful	0	0	0	0	1	0	1	0	0	0
1137	beautify	0	0	0	0	1	0	1	0	0	0
1138	beauty	0	0	0	0	1	0	1	0	0	0
1143	bedrock	0	0	0	0	0	0	1	0	0	1
1146	bee	1	0	0	1	0	0	0	0	0	0
1149	beer	0	0	0	0	1	0	1	0	0	0
1152	befall	0	0	0	0	0	1	0	0	0	0
1153	befitting	0	0	0	0	0	0	1	0	0	0
1154	befriend	0	0	0	0	1	0	1	0	0	1
1155	beg	0	0	0	0	0	1	0	1	0	0
1156	beggar	0	0	0	0	0	1	0	1	0	0
1157	begging	0	0	0	0	0	1	0	0	0	0
1161	begun	0	1	0	0	0	0	0	0	0	0
1163	behemoth	0	0	0	1	0	1	0	0	0	0
1166	beholden	0	0	0	0	0	1	0	0	0	0
1168	belated	0	0	0	0	0	1	0	0	0	0
1171	believed	0	0	0	0	0	0	0	0	0	1
1172	believer	0	0	0	0	0	0	0	0	0	1
1173	believing	0	0	0	0	0	0	1	0	0	1
1174	belittle	1	0	1	1	0	1	0	1	0	0
1176	belligerent	1	0	0	1	0	1	0	0	0	0
1178	bellows	1	0	0	0	0	0	0	0	0	0
1181	belt	1	0	0	1	0	1	0	0	0	0
1185	bender	0	0	0	0	0	1	0	0	0	0
1188	benefactor	0	0	0	0	0	0	1	0	0	1
1189	beneficial	0	0	0	0	0	0	1	0	0	0
1191	benefit	0	0	0	0	0	0	1	0	0	0
1192	benevolence	0	0	0	0	1	0	1	0	0	1
1193	benign	0	0	0	0	1	0	1	0	0	0
1197	bequest	0	0	0	0	0	0	0	0	0	1
1198	bereaved	0	0	0	0	0	1	0	1	0	0
1199	bereavement	0	0	0	0	0	1	0	1	0	0
1200	bereft	0	0	0	0	0	1	0	0	0	0
1203	berserk	1	0	0	0	0	1	0	0	0	0
1204	berth	0	0	0	0	0	0	1	0	0	0
1207	bestial	0	0	1	1	0	1	0	0	0	0
1210	betray	1	0	1	0	0	1	0	1	1	0
1211	betrayal	1	0	1	0	0	1	0	1	0	0
1212	betrothed	0	1	0	0	1	0	1	0	0	1
1213	betterment	0	0	0	0	0	0	1	0	0	0
1217	beverage	0	0	0	0	0	0	1	0	0	0
1219	beware	0	1	0	1	0	1	0	0	0	0
1220	bewildered	0	0	0	1	0	1	0	0	1	0
1221	bewilderment	0	0	0	1	0	0	0	0	1	0
1222	bias	1	0	0	0	0	1	0	0	0	0
1223	biased	0	0	0	0	0	1	0	0	0	0
1225	biblical	0	0	0	0	0	0	1	0	0	0
1227	bickering	1	0	1	0	0	1	0	0	0	0
1233	biennial	0	1	0	0	0	0	0	0	0	0
1234	bier	0	0	0	1	0	1	0	1	0	0
1237	bigot	1	0	1	1	0	1	0	0	0	0
1238	bigoted	1	0	1	1	0	1	0	1	0	0
1242	bile	1	0	1	0	0	1	0	0	0	0
1244	bilingual	0	0	0	0	0	0	1	0	0	0
1264	biopsy	0	0	0	1	0	1	0	0	0	0
1267	birch	1	0	1	1	0	1	0	0	0	0
1269	birth	0	1	0	1	1	0	1	0	0	1
1270	birthday	0	1	0	0	1	0	1	0	1	0
1271	birthplace	1	0	0	0	0	1	0	0	0	0
1277	bitch	1	0	1	1	0	1	0	1	0	0
1278	bite	0	0	0	0	0	1	0	0	0	0
1279	bitterly	1	0	1	0	0	1	0	1	0	0
1280	bitterness	1	0	1	0	0	1	0	1	0	0
1283	bizarre	0	0	0	0	0	1	0	0	1	0
1286	blackjack	0	0	0	0	0	1	0	0	0	0
1287	blackmail	1	0	0	1	0	1	0	0	0	0
1288	blackness	0	0	0	1	0	1	0	1	0	0
1292	blame	1	0	1	0	0	1	0	0	0	0
1293	blameless	0	0	0	0	0	0	1	0	0	0
1294	bland	0	0	0	0	0	1	0	0	0	0
1296	blanket	0	0	0	0	0	0	0	0	0	1
1297	blasphemous	1	0	1	0	0	1	0	0	0	0
1298	blasphemy	1	0	0	0	0	1	0	0	0	0
1299	blast	1	0	0	1	0	1	0	0	1	0
1300	blatant	1	0	1	0	0	1	0	0	0	0
1301	blather	0	0	0	0	0	1	0	0	0	0
1302	blaze	1	0	0	0	0	1	0	0	0	0
1305	bleak	0	0	0	0	0	1	0	1	0	0
1306	bleeding	0	0	1	1	0	1	0	1	0	0
1307	blemish	1	0	1	1	0	1	0	1	0	0
1310	bless	0	1	0	0	1	0	1	0	0	1
1311	blessed	0	0	0	0	1	0	1	0	0	0
1312	blessing	0	1	0	0	1	0	1	0	0	1
1313	blessings	0	1	0	0	1	0	1	0	1	1
1314	blight	0	0	1	1	0	1	0	1	0	0
1315	blighted	0	0	1	0	0	1	0	1	0	0
1316	blinded	0	0	0	0	0	1	0	0	0	0
1317	blindfold	0	1	0	1	0	0	0	0	1	0
1319	blindly	0	0	0	0	0	1	0	1	0	0
1320	blindness	0	0	0	0	0	1	0	1	0	0
1322	bliss	0	0	0	0	1	0	1	0	0	0
1323	blissful	0	0	0	0	1	0	1	0	0	0
1324	blister	0	0	1	0	0	1	0	0	0	0
1325	blitz	0	0	0	0	0	0	0	0	1	0
1327	bloated	0	0	1	0	0	1	0	0	0	0
1328	blob	0	0	1	1	0	1	0	0	0	0
1330	blockade	1	0	0	1	0	1	0	1	0	0
1334	bloodless	0	0	0	0	0	0	1	0	0	0
1335	bloodshed	1	0	1	1	0	1	0	1	1	0
1336	bloodthirsty	1	0	1	1	0	1	0	0	0	0
1337	bloody	1	0	1	1	0	1	0	1	0	0
1338	bloom	0	1	0	0	1	0	1	0	0	1
1339	blossom	0	0	0	0	1	0	1	0	0	0
1340	blot	0	0	0	0	0	1	0	0	0	0
1342	blower	0	0	0	0	0	1	0	0	0	0
1345	blowout	0	0	0	0	0	1	0	0	0	0
1346	blue	0	0	0	0	0	0	0	1	0	0
1347	blues	0	0	0	1	0	1	0	1	0	0
1348	bluff	0	0	0	0	0	1	0	0	0	0
1350	blunder	0	0	1	0	0	1	0	1	0	0
1352	blur	0	0	0	0	0	1	0	0	0	0
1353	blurred	0	0	0	0	0	1	0	0	0	0
1354	blush	0	0	0	0	0	1	0	0	0	0
1358	board	0	1	0	0	0	0	0	0	0	0
1362	boast	0	0	0	0	0	1	1	0	0	0
1363	boasting	0	0	0	0	0	1	0	0	0	0
1371	bodyguard	0	0	0	0	0	0	1	0	0	1
1372	bog	0	0	0	0	0	1	0	0	0	0
1373	bogus	1	0	1	0	0	1	0	0	0	0
1374	boil	0	0	1	0	0	1	0	0	0	0
1376	boilerplate	0	0	0	0	0	1	0	0	0	0
1378	boisterous	1	1	0	0	1	1	1	0	0	0
1379	bold	0	0	0	0	0	0	1	0	0	0
1380	boldness	0	0	0	0	0	0	1	0	0	0
1381	bolster	0	0	0	0	0	0	1	0	0	0
1384	bomb	1	0	0	1	0	1	0	1	1	0
1385	bombard	1	0	0	1	0	1	0	0	0	0
1386	bombardment	1	0	0	1	0	1	0	0	0	0
1387	bombed	0	0	1	0	0	1	0	0	0	0
1388	bomber	0	0	0	1	0	0	0	1	0	0
1389	bonanza	0	0	0	0	1	0	1	0	0	0
1391	bondage	0	0	0	1	0	1	0	1	0	0
1392	bonds	0	0	0	0	0	1	0	0	0	0
1397	bonne	0	0	0	0	0	0	1	0	0	0
1399	bonus	0	1	0	0	1	0	1	0	1	0
1401	boo	0	0	0	0	0	1	0	0	0	0
1403	booby	0	0	0	0	0	1	0	0	0	0
1407	bookish	0	0	0	0	0	0	1	0	0	0
1413	bookshop	0	0	0	0	0	0	1	0	0	0
1415	bookworm	0	0	0	0	0	1	1	0	0	0
1416	boomerang	0	1	0	0	0	0	0	0	0	1
1418	boon	0	0	0	0	0	0	1	0	0	0
1425	booze	0	0	0	0	0	1	0	0	0	0
1428	bore	0	0	0	0	0	1	0	0	0	0
1430	boredom	0	0	0	0	0	1	0	1	0	0
1432	boring	0	0	0	0	0	1	0	0	0	0
1435	borrower	0	0	0	0	0	1	0	0	0	0
1442	bother	0	0	0	0	0	1	0	0	0	0
1443	bothering	1	0	0	0	0	1	0	1	0	0
1445	bottom	0	0	0	0	0	1	0	1	0	0
1446	bottomless	0	0	0	1	0	0	0	0	0	0
1449	bound	0	0	0	0	0	1	0	0	0	0
1453	bountiful	0	1	0	0	1	0	1	0	0	0
1454	bounty	0	1	0	0	1	0	1	0	0	1
1455	bouquet	0	0	0	0	1	0	1	0	0	1
1459	bout	1	0	0	0	0	1	0	0	0	0
1460	bovine	0	0	1	0	0	1	0	0	0	0
1462	bowels	0	0	1	0	0	0	0	0	0	0
1467	boxing	1	0	0	0	0	0	0	0	0	0
1468	boycott	0	0	0	0	0	1	0	0	0	0
1479	brag	0	0	0	0	0	1	0	0	0	0
1482	brains	0	0	0	0	0	0	1	0	0	0
1485	bran	0	0	1	0	0	0	0	0	0	0
1488	brandy	0	0	0	0	0	1	0	0	0	0
1491	bravado	0	0	0	0	0	1	0	0	0	0
1492	bravery	0	0	0	0	0	0	1	0	0	0
1493	brawl	1	0	1	1	0	1	0	0	0	0
1494	brazen	1	0	0	0	0	1	0	0	0	0
1495	breach	0	0	0	0	0	1	0	0	0	0
1498	break	0	0	0	0	0	0	0	0	1	0
1500	breakdown	0	0	0	0	0	1	0	0	0	0
1503	breakfast	0	0	0	0	0	0	1	0	0	0
1504	breakneck	0	0	0	0	0	1	0	0	0	0
1505	breakup	0	0	0	0	0	1	0	1	0	0
1519	bribe	0	0	0	0	0	1	0	0	0	0
1520	bribery	0	0	1	0	0	1	0	0	0	0
1522	bridal	0	1	0	0	1	0	1	0	0	1
1523	bride	0	1	0	0	1	0	1	0	0	1
1524	bridegroom	0	1	0	0	1	0	1	0	0	1
1525	bridesmaid	0	0	0	0	1	0	1	0	0	1
1530	brigade	0	0	0	1	0	1	0	0	0	0
1531	brighten	0	0	0	0	1	0	1	0	1	1
1532	brightness	0	0	0	0	0	0	1	0	0	0
1533	brilliant	0	1	0	0	1	0	1	0	0	1
1536	brimstone	1	0	0	1	0	1	0	0	0	0
1541	bristle	0	0	0	0	0	1	0	0	0	0
1544	broadside	0	1	0	0	0	1	0	0	0	0
1545	brocade	0	0	0	0	0	0	1	0	0	0
1547	broil	1	0	0	0	0	1	0	0	0	0
1548	broke	0	0	0	1	0	1	0	1	0	0
1549	broken	1	0	0	1	0	1	0	1	0	0
1559	brothel	0	0	1	0	0	1	0	0	0	0
1560	brother	0	0	0	0	0	0	1	0	0	1
1561	brotherhood	0	0	0	0	0	0	1	0	0	1
1562	brotherly	0	1	0	0	1	0	1	0	0	1
1565	bruise	0	1	0	0	0	1	0	0	0	0
1567	brunt	1	0	0	0	0	1	0	0	0	0
1569	brutal	1	0	0	1	0	1	0	0	0	0
1570	brutality	1	0	0	1	0	1	0	0	0	0
1571	brute	1	0	0	1	0	1	0	1	0	0
1574	buck	0	0	0	1	0	1	1	0	1	0
1579	buddy	0	1	0	0	1	0	1	0	0	1
1581	budget	0	0	0	0	0	0	0	0	0	1
1584	buffet	1	0	0	0	0	1	0	0	0	0
1585	bug	0	0	1	1	0	1	0	0	0	0
1586	bugaboo	1	0	0	1	0	1	0	1	0	0
1588	bugle	0	1	0	0	0	0	0	0	0	0
1589	build	0	0	0	0	0	0	1	0	0	0
1591	building	0	0	0	0	0	0	1	0	0	0
1594	bulbous	0	0	0	0	0	1	0	0	0	0
1600	bulldog	0	0	0	0	0	0	1	0	0	0
1604	bulletproof	0	0	0	0	0	0	1	0	0	0
1606	bully	1	0	0	1	0	1	0	0	0	0
1608	bum	0	0	1	0	0	1	0	1	0	0
1609	bummer	1	0	1	0	0	1	0	0	0	0
1616	bunker	0	0	0	1	0	0	0	0	0	0
1618	buoy	0	0	0	0	0	0	1	0	0	0
1622	burdensome	0	0	0	1	0	1	0	1	0	0
1624	bureaucracy	0	0	0	0	0	1	0	0	0	1
1625	bureaucrat	0	0	1	0	0	1	0	0	0	0
1626	burglar	0	0	1	1	0	1	0	0	0	0
1627	burglary	0	0	0	0	0	1	0	0	0	0
1628	burial	1	0	0	1	0	1	0	1	0	0
1629	buried	0	0	0	1	0	1	0	1	0	0
1630	burke	1	0	1	1	0	1	0	1	0	0
1632	burlesque	0	0	0	0	0	0	0	0	1	0
1639	burnt	0	0	1	0	0	1	0	0	0	0
1642	bursary	0	0	0	0	0	0	0	0	0	1
1643	bury	0	0	0	0	0	0	0	1	0	0
1649	buss	0	0	0	0	1	0	1	0	0	0
1651	busted	1	0	0	1	0	1	0	0	0	0
1656	butcher	1	0	1	1	0	1	0	0	0	0
1657	butler	0	0	0	0	0	0	1	0	0	1
1658	butt	0	0	0	0	0	1	0	0	0	0
1661	buttery	0	0	0	0	0	0	1	0	0	0
1665	buxom	0	0	0	0	0	0	1	0	0	0
1669	buzz	0	1	0	1	0	0	1	0	0	0
1670	buzzed	0	0	0	0	0	1	0	0	0	0
1672	bye	0	1	0	0	0	0	0	0	0	0
1674	bylaw	0	0	0	0	0	0	0	0	0	1
1677	cab	0	0	0	0	0	0	1	0	0	0
1678	cabal	0	0	0	1	0	1	0	0	0	0
1681	cabinet	0	0	0	0	0	0	1	0	0	1
1682	cable	0	0	0	0	0	0	0	0	1	0
1685	cacophony	1	0	1	0	0	1	0	0	0	0
1686	cad	1	0	1	0	0	1	0	0	0	0
1687	cadaver	0	0	1	1	0	1	0	1	1	0
1691	cafe	0	0	0	0	0	0	1	0	0	0
1692	cage	0	0	0	0	0	1	0	1	0	0
1695	calamity	0	0	0	0	0	0	0	1	0	0
1699	calculating	0	0	0	0	0	1	0	0	0	0
1700	calculation	0	1	0	0	0	0	0	0	0	0
1701	calculator	0	0	0	0	0	0	1	0	0	1
1705	calf	0	0	0	0	1	0	1	0	0	1
1713	callous	1	0	1	0	0	1	0	0	0	0
1714	calls	0	1	0	0	0	1	0	0	0	1
1715	calm	0	0	0	0	0	0	1	0	0	0
1726	camouflage	0	0	0	0	0	0	0	0	1	0
1727	camouflaged	0	0	0	0	0	0	0	0	1	0
1731	campaigning	1	0	0	1	0	1	0	0	0	0
1734	canary	0	0	0	0	0	0	1	0	0	0
1735	cancel	0	0	0	0	0	1	0	1	0	0
1738	cancer	1	0	1	1	0	1	0	1	0	0
1739	candid	0	1	0	0	1	0	1	0	1	1
1741	candidate	0	0	0	0	0	0	1	0	0	0
1742	candied	0	0	0	0	0	0	1	0	0	0
1748	cane	1	0	0	1	0	0	0	0	0	0
1751	canker	1	0	1	0	0	1	0	0	0	0
1752	cannibal	0	0	1	1	0	1	0	0	0	0
1753	cannibalism	0	0	1	0	0	1	0	0	0	0
1755	cannon	1	0	0	1	0	1	0	0	0	0
1759	canons	0	0	0	0	0	0	0	0	0	1
1768	cap	0	1	0	0	0	0	0	0	0	1
1776	capitalist	0	0	0	0	0	0	1	0	0	0
1785	captain	0	0	0	0	0	0	1	0	0	0
1787	captivate	0	1	0	0	1	0	1	0	1	1
1788	captivating	0	0	0	0	0	0	1	0	0	0
1789	captive	0	0	0	1	0	1	0	1	0	0
1790	captivity	0	0	0	0	0	1	0	1	0	0
1791	captor	0	0	0	1	0	1	0	0	0	0
1792	capture	0	0	0	0	0	1	0	0	0	0
1798	carcass	0	0	1	1	0	1	0	1	0	0
1799	carcinoma	0	0	0	1	0	1	0	1	0	0
1803	cardiomyopathy	0	0	0	1	0	1	0	1	0	0
1806	career	0	1	0	0	0	0	1	0	0	0
1807	careful	0	0	0	0	0	0	1	0	0	0
1808	carefully	0	0	0	0	0	0	1	0	0	0
1809	carelessness	1	0	1	0	0	1	0	0	0	0
1810	caress	0	0	0	0	0	0	1	0	0	0
1812	caretaker	0	0	0	0	0	0	1	0	0	1
1815	caricature	0	0	0	0	0	1	0	0	0	0
1816	caries	0	0	1	0	0	1	0	0	0	0
1817	carnage	1	0	1	1	0	1	0	1	1	0
1818	carnal	0	0	0	0	0	1	0	0	0	0
1820	carnivorous	0	0	0	1	0	1	0	0	0	0
1821	carol	0	0	0	0	1	0	1	0	0	1
1830	cartel	0	0	0	0	0	1	0	0	0	0
1837	cartridge	0	0	0	1	0	0	0	0	0	0
1841	cascade	0	0	0	0	0	0	1	0	0	0
1842	case	0	0	0	1	0	1	0	1	0	0
1844	cash	1	1	0	1	1	0	1	0	0	1
1845	cashier	0	0	0	0	0	0	0	0	0	1
1850	casket	0	0	0	1	0	1	0	1	0	0
1852	caste	0	0	0	0	0	1	0	0	0	0
1858	casualty	1	0	0	1	0	1	0	1	0	0
1867	cataract	0	1	0	1	0	1	0	1	0	0
1868	catastrophe	1	0	1	1	0	1	0	1	1	0
1869	catch	0	0	0	0	0	0	0	0	1	0
1871	catechism	0	0	1	0	0	0	0	0	0	0
1872	categorical	0	0	0	0	0	0	1	0	0	0
1874	cater	0	0	0	0	0	0	1	0	0	0
1878	cathartic	0	0	0	0	0	0	1	0	0	0
1879	cathedral	0	0	0	0	1	0	1	0	0	1
1880	catheter	0	0	0	0	0	1	0	0	0	0
1891	caution	1	1	0	1	0	1	0	0	0	0
1892	cautionary	0	0	0	1	0	0	0	0	0	0
1893	cautious	0	1	0	1	0	0	1	0	0	1
1894	cautiously	0	0	0	1	0	0	1	0	0	0
1904	cede	0	0	0	0	0	1	0	0	0	0
1907	celebrated	0	1	0	0	1	0	1	0	0	0
1908	celebrating	0	1	0	0	1	0	1	0	0	0
1909	celebration	0	1	0	0	1	0	1	0	1	1
1910	celebrity	1	1	1	0	1	1	1	0	1	1
1911	celestial	0	1	0	0	1	0	1	0	0	0
1917	cement	0	1	0	0	0	0	0	0	0	1
1919	cemetery	0	0	0	1	0	1	0	1	0	0
1920	censor	1	0	1	1	0	1	0	0	0	1
1921	censure	0	0	0	0	0	1	0	0	0	0
1926	center	0	0	0	0	0	0	1	0	0	1
1935	centurion	0	0	0	0	0	0	1	0	0	0
1940	cerebral	0	0	0	0	0	0	1	0	0	0
1942	ceremony	0	0	0	0	1	0	1	0	1	0
1943	certainty	0	0	0	0	0	0	1	0	0	0
1945	certify	0	0	0	0	0	0	0	0	0	1
1946	cess	0	0	1	0	0	1	0	0	0	0
1947	cessation	0	0	0	0	0	1	0	0	0	0
1948	chaff	1	0	0	1	0	1	0	0	0	0
1949	chafing	0	0	0	0	0	1	0	0	0	0
1950	chagrin	0	0	1	0	0	1	0	1	0	0
1953	chairman	0	0	0	0	0	0	1	0	0	1
1955	chairwoman	0	0	0	0	0	0	1	0	0	1
1960	challenge	1	0	0	1	0	1	0	0	0	0
1965	champion	0	1	0	0	1	0	1	0	0	1
1966	chance	0	0	0	0	0	0	0	0	1	0
1967	chancellor	0	0	0	0	0	0	0	0	0	1
1970	change	0	0	0	1	0	0	0	0	0	0
1971	changeable	0	1	0	0	0	0	0	0	1	0
1976	chant	1	1	0	0	1	0	1	0	1	0
1977	chaos	1	0	0	1	0	1	0	1	0	0
1978	chaotic	1	0	0	0	0	1	0	0	0	0
1981	chaplain	0	0	0	0	0	0	0	0	0	1
1989	charade	0	0	0	0	0	1	0	0	0	0
1992	chargeable	0	0	0	1	0	1	0	1	0	0
1993	charger	0	0	0	0	0	0	1	0	0	0
1995	charitable	0	1	0	0	1	0	1	0	0	1
1996	charity	0	0	0	0	1	0	1	0	0	0
1997	charm	0	0	0	0	0	0	1	0	0	0
1998	charmed	0	0	0	0	1	1	1	0	0	0
2000	charming	0	0	0	0	0	0	1	0	0	0
2001	chart	0	0	0	0	0	0	0	0	0	1
2004	chase	0	0	0	0	0	1	0	0	0	0
2005	chasm	0	0	0	1	0	0	0	0	0	0
2006	chastisement	0	0	0	0	0	1	0	0	0	0
2007	chastity	0	1	0	0	0	0	1	0	0	1
2011	chattering	0	0	0	0	0	0	1	0	0	0
2012	chatty	0	0	0	0	0	1	0	0	0	0
2014	cheap	0	0	0	0	0	1	0	0	0	0
2015	cheat	1	0	1	0	0	1	0	0	0	0
2020	checklist	0	0	0	0	0	0	1	0	0	1
2024	cheer	0	1	0	0	1	0	1	0	1	1
2025	cheerful	0	0	0	0	1	0	1	0	1	0
2026	cheerfulness	0	1	0	0	1	0	1	0	0	1
2027	cheering	0	0	0	0	1	0	1	0	0	0
2028	cheery	0	1	0	0	1	0	1	0	0	0
2029	cheesecake	0	0	0	0	0	1	0	0	0	0
2032	chemist	0	0	0	0	0	0	1	0	0	1
2035	cherish	0	1	0	0	1	0	1	0	1	1
2036	cherry	0	0	0	0	0	0	1	0	0	0
2043	chicane	0	1	0	0	0	1	0	0	1	1
2044	chicken	0	0	0	1	0	0	0	0	0	0
2047	chieftain	0	0	0	0	0	0	1	0	0	0
2048	child	0	1	0	0	1	0	1	0	0	0
2050	childhood	0	0	0	0	1	0	1	0	0	0
2051	childish	0	0	0	0	0	1	0	0	0	0
2053	chilly	0	0	0	0	0	1	0	0	0	0
2055	chimera	0	0	0	1	0	0	0	0	1	0
2063	chirp	0	0	0	0	1	0	1	0	0	0
2064	chisel	0	0	0	0	0	0	1	0	0	0
2066	chivalry	0	0	0	0	0	0	1	0	0	0
2067	chloroform	0	0	0	0	0	1	0	0	0	0
2068	chocolate	0	1	0	0	1	0	1	0	0	1
2069	choice	0	0	0	0	0	0	1	0	0	0
2070	choir	0	0	0	0	1	0	1	0	0	1
2071	choke	1	0	0	0	0	1	0	1	0	0
2072	cholera	0	0	1	1	0	1	0	1	0	0
2075	chop	0	0	0	0	0	1	0	0	0	0
2078	choral	0	0	0	0	1	0	1	0	0	0
2080	chore	0	0	0	0	0	1	0	0	0	0
2081	chorus	0	0	0	0	0	0	1	0	0	0
2082	chosen	0	0	0	0	0	0	1	0	0	0
2083	chowder	0	0	0	0	0	0	1	0	0	0
2088	chronic	0	0	0	0	0	1	0	1	0	0
2089	chronicle	0	0	0	0	0	0	1	0	0	1
2093	chuckle	0	1	0	0	1	0	1	0	1	1
2096	church	0	1	0	0	1	0	1	0	0	1
2102	cider	0	0	0	0	0	0	1	0	0	0
2104	cigarette	0	0	0	0	0	1	0	0	0	0
2118	circumcision	0	0	0	0	0	0	1	0	0	0
2124	circumvention	0	0	0	0	0	1	1	0	0	0
2130	citizen	0	0	0	0	0	0	1	0	0	0
2134	civil	0	0	0	0	0	0	1	0	0	0
2136	civility	0	0	0	0	0	0	1	0	0	0
2137	civilization	0	0	0	0	0	0	1	0	0	1
2138	civilized	0	0	0	0	1	0	1	0	0	1
2141	claimant	1	0	1	0	0	0	0	0	0	0
2142	clairvoyant	0	0	0	0	0	0	1	0	0	0
2144	clamor	1	1	1	0	0	1	0	0	1	0
2146	clan	0	0	0	0	0	0	0	0	0	1
2148	clap	0	1	0	0	1	0	1	0	0	1
2149	clarify	0	0	0	0	0	0	1	0	0	0
2153	clash	1	0	0	0	0	1	0	0	0	0
2154	clashing	1	0	0	1	0	1	0	0	0	0
2157	classic	0	0	0	0	0	0	1	0	0	0
2158	classical	0	0	0	0	0	0	1	0	0	0
2159	classics	0	0	0	0	1	0	1	0	0	0
2161	classify	0	0	0	0	0	0	1	0	0	0
2166	claw	1	0	0	1	0	1	0	0	0	0
2169	clean	0	0	0	0	1	0	1	0	0	1
2170	cleaning	0	0	0	0	0	0	1	0	0	0
2171	cleanliness	0	0	0	0	0	0	1	0	0	0
2172	cleanly	0	0	0	0	0	0	1	0	0	0
2173	cleanse	0	0	0	0	0	0	1	0	0	0
2174	cleansing	0	0	0	0	0	0	1	0	0	0
2175	clearance	0	0	0	0	0	0	1	0	0	1
2177	clearness	0	0	0	0	0	0	1	0	0	0
2179	cleave	0	0	0	1	0	0	0	0	0	0
2185	clerical	0	0	0	0	0	0	1	0	0	1
2188	clever	0	0	0	0	0	0	1	0	0	0
2189	cleverness	0	0	0	0	0	0	1	0	0	0
2193	cliff	0	0	0	1	0	0	0	0	0	0
2196	climax	0	1	0	0	1	0	1	0	1	1
2204	clock	0	1	0	0	0	0	0	0	0	0
2207	cloister	0	0	0	0	0	1	0	0	0	0
2210	closeness	0	0	0	0	1	0	1	0	0	1
2212	closure	0	1	0	0	1	0	1	1	0	0
2215	clothe	0	0	0	0	0	0	1	0	0	0
2220	clouded	0	0	0	0	0	1	0	1	0	0
2221	cloudiness	0	0	0	1	0	1	0	0	0	0
2222	cloudy	0	0	0	0	0	0	0	1	0	0
2225	clown	0	1	0	0	1	0	1	0	1	0
2229	clue	0	1	0	0	0	0	0	0	0	0
2230	clump	0	0	0	0	0	1	0	0	0	0
2231	clumsy	0	0	1	0	0	1	0	0	0	0
2236	coach	0	0	0	0	0	0	0	0	0	1
2239	coalesce	0	0	0	0	0	0	0	0	0	1
2240	coalition	0	0	0	0	0	0	1	0	0	0
2241	coast	0	0	0	0	0	0	1	0	0	0
2246	coax	0	0	0	0	0	0	0	0	0	1
2250	cobra	0	0	0	1	0	0	0	0	0	0
2251	cocaine	0	0	0	0	0	1	0	1	0	0
2263	coerce	1	0	1	1	0	1	0	0	0	0
2264	coercion	1	0	1	1	0	1	0	1	0	0
2266	coexist	0	0	0	0	0	0	1	0	0	1
2268	coexisting	0	0	0	0	0	0	0	0	0	1
2270	coffin	0	0	0	1	0	1	0	1	0	0
2272	cogent	0	0	0	0	0	0	1	0	0	1
2275	cognitive	0	0	0	0	0	0	1	0	0	0
2277	coherence	0	0	0	0	0	0	1	0	0	0
2278	coherent	0	0	0	0	0	0	1	0	0	0
2279	cohesion	0	0	0	0	0	0	0	0	0	1
2280	cohesive	0	0	0	0	0	0	1	0	0	1
2287	coincidence	0	0	0	0	0	0	0	0	1	0
2291	cold	0	0	0	0	0	1	0	0	0	0
2292	coldly	0	0	0	0	0	1	0	0	0	0
2293	coldness	1	0	1	1	0	1	0	1	0	0
2294	colic	0	0	0	0	0	1	0	0	0	0
2295	collaborator	0	0	0	0	0	0	0	0	0	1
2296	collapse	0	0	1	1	0	1	0	1	0	0
2299	collateral	0	0	0	0	0	0	0	0	0	1
2306	collectively	0	0	0	0	0	0	1	0	0	1
2312	collision	1	0	0	0	0	1	0	0	0	0
2315	collusion	1	0	1	1	0	1	0	1	0	0
2317	colonel	0	0	0	0	0	0	1	0	0	1
2327	colossal	0	0	0	0	0	0	1	0	0	0
2331	coma	0	0	0	1	0	1	0	1	0	0
2332	comatose	0	0	0	1	0	1	0	1	0	0
2334	combat	1	0	0	1	0	1	0	0	0	0
2335	combatant	1	0	0	1	0	1	0	0	0	0
2336	combative	1	0	0	1	0	1	0	0	0	0
2345	comfort	0	1	0	0	1	0	1	0	0	1
2349	coming	0	1	0	0	0	0	0	0	0	0
2352	commandant	0	0	0	0	0	0	1	0	0	1
2354	commanding	0	0	0	0	0	0	1	0	0	1
